Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Explicit Track
"This Wish - From ""Wish""","This Wish (From ""Wish"")",Ariana Debose,10/18/2023,USWD12328242,186,110,26674909,0,0,19.0,0,0,0,0,0,0,0
IDGAF (feat. Yeat),For All The Dogs,Drake,10/6/2023,USUG12306072,187,110,406875019,0,0,,0,0,0,0,0,0,1
Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214888,188,110,1421763497,0,0,78.0,0,0,0,0,0,0,0
Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future,1/10/2020,USSM11914962,189,110,1237874594,0,0,67.0,0,0,0,0,0,0,1
Escapism.,Escapism. / The Thrill Is Gone.,Raye,10/12/2022,QMDA62217995,190,110,804925777,0,0,75.0,0,0,0,0,0,0,1
Stargazing,Stargazing,Myles Smith,5/10/2024,GBARL2400510,191,109,106599323,0,0,87.0,0,0,0,0,0,0,0
Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake,6/17/2022,USUG12204897,192,109,971473231,0,0,78.0,0,0,0,0,0,0,1
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,USUM72013339,193,109,1125681368,0,0,72.0,0,0,0,0,0,0,1
Memories,Memories,Maroon 5,9/20/2019,USUM71913350,194,109,2011072164,0,0,77.0,0,0,0,0,0,0,0
Classy 101,Classy 101,Feid,3/31/2023,USUM72304895,195,109,872148396,0,0,78.0,0,0,0,0,0,0,1
Whatever,Whatever,Kygo,1/19/2024,USRC12302637,196,109,222354971,0,0,83.0,0,0,0,0,0,0,0
Whatever She Wants,Whatever She Wants,Bryson Tiller,2/13/2024,USRC12400299,197,108,207093873,0,0,87.0,0,0,0,0,0,0,1
Vois sur ton chemin - Techno Mix,Vois sur ton chemin (Techno Mix),Bennett,8/4/2023,DEA622301801,198,107,361517395,0,0,80.0,0,0,0,0,0,0,0
"yes, and?","yes, and?",Ariana Grande,1/12/2024,USUM72400048,199,107,416813996,0,0,,0,0,0,0,0,0,1
Without Me,Without Me,Halsey,10/4/2018,USUM71813499,200,107,2042792456,0,0,75.0,0,0,0,0,0,0,1
meet the grahams,meet the grahams,Kendrick Lamar,5/3/2024,USUG12400909,201,107,65520394,0,0,,0,0,0,0,0,0,1
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,10/6/2023,USUG12306071,202,107,328526298,0,0,,0,0,859,0,0,0,1
Shallow,Shallow,Lady Gaga,9/27/2018,USUM71813192,204,106,2447973078,0,0,78.0,0,0,0,0,0,0,0
Thunder,Thunder,Imagine Dragons,4/27/2017,USUM71704167,203,106,2384768901,0,0,79.0,0,0,0,0,0,0,0
Rush,Rush,Ayra Starr,9/16/2022,NGA3B2216004,205,106,371886608,0,0,67.0,0,0,0,0,0,0,0
abcdefu,abcdefu,Gayle,8/13/2021,USAT22103652,206,106,1128273165,0,0,70.0,0,0,0,0,0,0,1
Buga,Buga,Kizz Daniel,5/3/2022,USUYG1425645,208,105,86516910,0,0,57.0,0,0,0,0,0,0,0
Bad Habit,Bad Habit,Steve Lacy,6/29/2022,USRC12201440,207,105,1087938471,0,0,73.0,0,0,0,0,0,0,1
MONEY,LALISA,Lisa,9/10/2021,KRA402100099,210,105,1189335848,0,0,73.0,0,0,0,0,0,0,1
Columbia,Columbia,Quevedo,7/7/2023,BK4DA2310533,209,105,721002940,0,0,79.0,0,0,0,0,0,0,0
LADY GAGA,LADY GAGA,Peso Pluma,6/22/2023,QM7282306246,212,105,684204777,0,0,78.0,0,0,0,0,0,0,1
Woman,Planet Her,Doja Cat,6/25/2021,USRC12101532,211,105,1606950381,0,0,78.0,0,0,0,0,0,0,1
CUFF IT,RENAISSANCE,Beyoncï¿,7/29/2022,USSM12206232,213,104,795960535,0,0,73.0,0,0,0,0,0,0,1
KING KONG,KING KONG,Treasure,5/28/2024,KRA402400030,214,104,8078265,207,0,68.0,0,0,0,0,0,0,0
How You Like That,How You Like That,Blackpink,6/25/2020,KRA402000111,215,104,1033109188,0,0,68.0,0,0,0,0,0,0,0
Milf Song,Milf Song,The Puddleducks,8/19/2022,QZMEP2285895,216,104,1165982,0,0,28.0,0,0,0,0,0,0,0
Nasty,Nasty,Tinashe,4/12/2024,USLD91757578,217,104,31612906,0,0,76.0,0,0,0,0,0,480,0
Superhero (Heroes & Villains),HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208783,218,104,706356280,0,0,77.0,0,0,0,0,0,0,1
Panda,Panda,Desiigner,2/26/2016,USUM71601094,219,104,1181348550,0,0,62.0,0,0,0,0,0,0,1
Push Ups,Push Ups,Drake,4/19/2024,USUG12402283,220,103,107762230,0,0,,0,0,0,0,0,0,1
Tattoo,Tattoo,Loreen,2/25/2023,SEUM72201638,221,103,518846340,0,0,77.0,0,0,0,0,0,0,0
Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,4/9/2021,USRC12100543,222,103,1823871908,0,0,76.0,0,0,0,0,0,0,1
What It Is (Block Boy) (with Kodak Black),What It Is (Versions),Doechii,3/17/2023,USUG12301757,223,103,102772879,0,0,61.0,0,0,0,0,0,0,1
Gata Only,Gata Only - Single,Floyymenor,12/21/2023,QZNN22329474,224,103,4674619,0,0,,0,0,0,0,0,0,0
Illusion,Illusion,Dua Lipa,4/11/2024,GBAHT2400114,225,103,108501771,0,0,12.0,0,0,0,0,0,0,1
drivers license,drivers license,Olivia Rodrigo,1/8/2021,USUG12004749,226,102,2184754018,0,0,79.0,0,0,0,0,0,0,1
Used To Be Young,Endless Summer Vacation,Miley Cyrus,8/18/2023,USSM12306461,227,102,205468104,0,0,69.0,0,0,0,0,0,0,0
Cupid - Twin Ver.,The Beginning: Cupid - Single,Fifty Fifty,2/24/2023,KSA012239181,229,102,861388470,0,0,48.0,0,0,0,0,0,0,0
How Sweet,How Sweet,Newjeans,5/24/2024,USA2P2414843,228,102,33595707,0,0,79.0,0,0,0,0,0,0,0
Players,Players,Coi Leray,11/30/2022,USUM72222387,230,101,465588517,0,0,67.0,0,0,0,0,0,0,1
rockstar (feat. 21 Savage),rockstar,Post Malone,9/15/2017,USUM71710087,231,101,2960046642,0,0,77.0,0,0,0,0,0,0,1
Lil Somethin Somethin,Lil Somethin Somethin,Vayah,3/11/2023,QZDA72340256,232,101,11648,6,0,,0,0,0,0,0,0,1
Con Calma,Con Calma,Daddy Yankee,1/24/2019,US2BU1900125,236,101,1353028938,0,0,73.0,0,0,0,0,0,0,0
Here With Me,Here With Me,D4Vd,7/20/2022,QZMEM2209263,234,101,1042311849,0,0,80.0,0,0,0,0,0,0,0
Favorite Song,Favorite Song,Toosii,2/17/2023,USUM72301797,235,101,186579651,0,0,62.0,0,0,0,0,0,0,0
Si No Quieres No,Si No Quieres No - Single,Luis R Conriquez,3/9/2024,US3DF2417042,233,101,158131138,0,0,85.0,0,0,0,0,0,0,0
Mele Kalikimaka,"Essential Classics, Vol. 166: Bing Crosby",Bing Crosby,6/5/2024,ES31E2401197,237,101,186123398,52,0,,0,0,0,0,0,0,0
MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,3/26/2021,USSM12100531,238,100,1902241314,0,0,70.0,0,0,0,0,0,0,1
Voz Emplumada del Monte,Voz Emplumada - EP,Biomigrant,3/3/2023,QZ5FN2369288,239,100,42761,80,0,16.0,0,0,0,0,0,0,0
Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version),Taylor Swift,10/26/2023,USUG12306691,240,100,406821432,0,0,,0,0,0,0,0,0,0
Si No Estï¿½,Si No Estï¿½ï¿½s - Si,Iï¿½Ï¿½Igo Quin,9/22/2022,TCAGM2208561,241,100,665716137,0,0,80.0,0,0,0,0,0,0,0
Glimpse of Us,Glimpse of Us,Joji,6/10/2022,USWB12201789,242,99,1262308912,0,0,74.0,0,0,0,0,0,0,0
Watermelon Sugar,Watermelon Sugar,Harry Styles,11/17/2019,USSM11912587,243,99,2708151499,0,0,82.0,0,0,0,0,0,0,0
Corazï¿½ï¿½n de Pi,Corazï¿½ï¿½n de Piedra - Si,Xavi,3/23/2024,USA2P2414894,244,98,172164034,0,0,82.0,0,0,0,0,0,0,0
Praise Jah In The Moonlight,Praise Jah In the Moonlight - Single,Yg Marley,12/27/2023,CH7811111177,245,98,298853393,0,0,70.0,0,0,0,0,0,0,1
WHERE SHE GOES,WHERE SHE GOES,Bad Bunny,5/18/2023,QM6P42334528,246,98,717849037,0,0,72.0,0,0,0,0,0,0,1
Yandel 150,Yandel 150,Yandel,12/20/2022,QMFMF2215173,247,98,837576264,0,0,70.0,0,0,0,0,0,0,1
THATS WHAT I WANT,MONTERO,Lil Nas X,9/17/2021,USSM12105732,248,98,1062095453,0,0,72.0,0,0,0,0,0,0,1
Todo De Ti,Todo De Ti,Rauw Alejandro,5/20/2021,USSD12100202,249,98,1339352060,0,0,75.0,0,0,0,0,0,0,1
Chemical,Chemical,Post Malone,4/14/2023,USUM72305205,250,97,503574147,0,0,75.0,0,0,0,0,0,0,1
See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),Wiz Khalifa,1/1/2015,USAT21703595,251,97,1891920348,0,0,78.0,0,0,0,0,0,0,0
Drip Too Hard (Lil Baby & Gunna),Drip Too Hard,Lil Baby,9/12/2018,USUG11801811,252,97,1486929795,0,0,76.0,0,0,0,0,0,0,1
Shooting Star,Kep1going On,Kep1Er,6/3/2024,KRA492400678,253,97,1534062,193,0,,0,0,0,0,0,0,0
Uptown Funk,Full Circle: The Live Anthology,Mark Ronson,11/20/2011,GBARL1401524,254,97,1993030264,0,0,77.0,0,0,0,0,0,0,1
Dog's Plan,Thoughts Feelings,David Jackson,3/2/2023,USZXT2350766,255,97,0,44,0,3.0,0,0,0,0,0,0,0
love nwantiti (ah ah ah),CKay The First,Ckay,8/30/2019,QMEU31910213,256,96,853451422,0,0,71.0,0,0,0,0,0,0,1
Mi Gente,Mi Gente,J Balvin,6/30/2017,FR22F1701790,257,96,1478442472,0,0,69.0,0,0,0,0,0,0,0
Late Night Talking,Harry's House,Harry Styles,5/20/2022,USSM12200610,258,96,959639297,0,0,76.0,0,0,0,0,0,0,0
Miss You,Miss You,Oliver Tree,8/5/2022,USAT22211992,261,96,631378937,0,0,51.0,0,0,0,0,0,0,1
girls like me don't cry,Girls Like Me Don't Cry,Thï¿½Ï,10/6/2022,QZLBC2200766,260,96,69931412,0,0,61.0,0,0,0,0,0,0,0
Yummy Fruits and Vegetables,Yummy Fruits and Vegetables,D Billions,10/20/2020,AEA0D2036458,259,96,2300838,543,0,35.0,0,0,0,0,0,0,0
Dakiti,Dakiti,Bad Bunny,1/1/2020,QMFME2004132,262,96,1977947460,0,0,72.0,0,0,0,0,0,0,1
Starboy,Starboy,The Weeknd,9/22/2016,USUG11600976,265,95,3291262413,0,0,84.0,0,0,0,0,0,0,1
Sorry,Sorry,Justin Bieber,10/23/2015,USUM71516760,264,95,2089476497,0,0,78.0,0,0,0,0,0,0,0
Calling My Phone,Calling My Phone,Lil Tjay,2/12/2021,USSM12100388,263,95,777064903,0,0,71.0,0,0,0,0,0,0,1
Pink Venom,Pink Venom,Blackpink,8/19/2022,KRA402200017,266,95,736469450,0,0,68.0,0,0,0,0,0,0,0
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401040,267,95,250430303,0,0,84.0,0,0,0,0,0,0,1
death bed (coffee for your head),"Some Boring, Love Stories, Pt. 2",Powfu,2/9/2019,USSM12000925,268,94,1656385770,0,0,74.0,0,0,0,0,0,0,0
Too Many Nights (feat. Don Toliver & with Future),HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208784,269,94,682837690,0,0,80.0,0,0,0,0,0,0,1
MELTDOWN (feat. Drake),MELTDOWN (feat. Drake),Travis Scott,7/27/2023,USSM12305021,270,94,347647880,0,0,74.0,0,0,0,0,0,0,1
California Gurls,Girl Power 2023,Katy Perry,9/19/2023,USCA21001182,271,94,0,0,0,,0,0,0,0,0,0,0
Moscow Mule,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214875,272,94,1108031580,0,0,77.0,0,0,0,0,0,0,1
Something Just Like This,Something Just Like This,The Chainsmokers,2/22/2017,USQX91700278,273,94,2596644721,0,0,82.0,0,0,0,0,0,0,0
7 rings,7 rings,Ariana Grande,1/18/2019,USUM71900110,274,93,2262490403,0,0,77.0,0,0,0,0,0,0,1
Moonlight,Moonlight,Kali Uchis,2/24/2023,USUM72219486,275,93,701558859,0,0,74.0,0,0,0,0,0,0,0
Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685,6/11/2020,USSM12003798,276,93,1118038333,0,0,67.0,0,0,0,0,0,0,1
Bidi Bidi Bom Bom (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,USUM72402910,277,93,58157068,30,0,,0,0,0,0,0,0,0
God's Plan,Diplomatic Immunity,Drake,1/20/2018,USCM51800004,278,92,2529948475,0,0,77.0,0,0,0,0,0,0,1
Sunroof,Sunroof,Nicky Youre,11/26/2021,QM24S2107064,279,92,879708559,0,0,12.0,0,0,0,0,0,0,0
La Vï¿½ï¿½c,La Vï¿½ï¿½c,Xavi,8/19/2023,USA2P2339944,280,92,521116293,0,0,81.0,0,0,0,0,0,0,1
MY EYES,UTOPIA,Travis Scott,7/28/2023,USSM12305007,281,91,403132906,0,0,78.0,0,0,0,0,0,0,1
WORK,GOLDEN HOUR : Part.1,Ateez,5/31/2024,KRD442400011,282,91,10135326,678,0,31.0,0,0,0,0,0,0,0
Despacito - Remix,Despacito Feat. Justin Bieber (Remix),Luis Fonsi,4/17/2017,USUM71703825,284,91,1713294983,0,0,65.0,0,0,0,0,0,0,0
Ghost,Justice,Justin Bieber,3/19/2021,USUM72102635,283,91,1586830204,0,0,80.0,0,0,0,0,0,0,0
Dior,Meet The Woo,Pop Smoke,7/26/2019,USUM71914275,285,91,1070422470,0,0,72.0,0,0,0,0,0,0,1
New Baby Shark,Pinkfong & Baby Shark's Space Adventure Songs,Pinkfong,9/30/2022,QMDA62210237,286,91,720822868,13,164,17.0,0,0,0,0,0,0,0
Breakeven,Breakeven (Official 4K Video),The Script,4/25/2024,GB1102400418,287,91,858979483,1,14,,0,0,0,0,0,0,0
Una Noche en Medellï¿½,Una Noche en Medellï¿½,Cris Mj,1/21/2022,QM4TW2218961,288,90,839405565,0,0,75.0,0,0,0,0,0,0,1
SAD!,SAD!,Xxxtentacion,3/2/2018,USUG11800208,289,90,2218531106,0,0,75.0,0,0,0,0,0,0,1
Primera Cita,La Primera Cita - Single,Carin Leon,4/20/2023,QZQMB2104890,290,90,598006591,0,0,80.0,0,0,0,0,0,0,0
Efecto,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214884,292,90,1293773697,0,0,77.0,0,0,0,0,0,0,1
Dame Tu Cosita,Dame Tu Cosita,El Chombo,4/23/2018,TCADP1859309,291,90,0,273,0,,0,0,0,0,0,0,0
Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Isadora Pompeo,11/9/2023,BRSME2301957,293,89,95536146,0,0,,0,0,0,0,0,0,0
Slow It Down,Slow It Down,Benson Boone,3/22/2024,USWB12400913,294,89,202667139,0,0,85.0,0,0,0,0,0,0,0
Yonaguni,Yonaguni,Bad Bunny,6/4/2021,QM6P42169803,295,88,1398634184,0,0,71.0,0,0,0,0,0,0,1
Heathens,Heathens,Twenty One Pilots,6/16/2016,USAT21601930,296,88,1777196966,0,0,78.0,0,0,0,0,0,0,0
Whoopty,Whoopty,Cj,8/20/2020,USA2P2031043,297,88,775664145,0,0,61.0,0,0,0,0,0,0,1
Super Shy,NewJeans 'Super Shy',Newjeans,7/7/2023,USA2P2330068,298,88,547471596,0,0,77.0,0,0,0,0,0,0,0
Happier,Happier - Single,Marshmello,8/16/2018,USUG11801651,299,87,2143821605,0,0,16.0,0,0,0,0,0,0,0
HARLEY QUINN,HARLEY QUINN - Single,Fuerza Regida,10/18/2023,QZ9QQ2300781,301,87,462284590,0,0,84.0,0,0,0,0,0,0,1
Baby Don't Hurt Me,Baby Don't Hurt Me - Single,David Guetta,4/7/2023,UKWLG2300016,300,87,509231024,0,0,79.0,0,0,0,42,312,0,0
Butter,Butter,Bts,5/21/2021,QM6MZ2156864,302,87,1257974135,0,0,70.0,0,0,0,0,0,0,0
Cinderella,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402037,304,87,124945674,0,0,,0,0,0,0,0,0,1
Calma - Remix,Calma (Remix),Pedro Capï¿,10/5/2018,USSD11800343,303,87,1153753974,0,0,67.0,0,0,0,0,0,0,0
"CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")","CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")",Justin Timberlake,5/6/2016,USRC11600876,305,87,1733302434,0,0,72.0,0,0,0,0,0,0,0
Say So,Hot Pink,Doja Cat,11/7/2019,USRC11903454,306,87,1199270601,0,0,69.0,0,0,0,0,0,0,1
Ransom,Ransom,Lil Tecca,5/22/2019,QZ85M1940160,307,86,1355971796,0,0,77.0,0,0,0,0,0,0,1
Romantic Homicide,Romantic Homicide,D4Vd,7/20/2022,QZMEM2232831,308,86,1136504636,0,0,81.0,0,0,0,0,0,0,0
Pink Skies,Pink Skies,Zach Bryan,5/24/2024,USWB12401947,309,86,60240739,0,0,84.0,0,0,0,0,0,0,0
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,10/21/2016,GBAHS1600363,310,86,1528107667,0,0,73.0,0,0,0,0,0,0,1
Danza Kuduro - Cover,A collection of Western music that will get you excited,Music Lab Jpn,11/15/2023,TCJPX2396779,355,86,1627429837,12,163,,0,0,0,0,0,0,1
Cool,JnD Mix,,5/25/2024,QZNWQ2410638,311,86,0,0,0,,0,0,0,0,0,0,0
Rich Men North of Richmond,Rich Men North of Richmond - Single,Oliver Anthony Music,8/11/2023,QZPLS2305267,312,86,214598468,0,0,74.0,0,0,0,0,0,0,1
BESO,RR,Rosalï¿½,3/24/2023,USSM12301258,313,86,647201484,0,0,74.0,0,0,0,0,0,0,0
MTG QUEM Nï¿½ï¿½O QUER SO,MTG QUEM Nï¿½ï¿½O QUER SOU EU - Si,Dj Topo,5/10/2024,BXIV82456543,315,86,51198446,0,0,80.0,0,0,0,0,0,0,0
Que Vuelvas,Que Vuelvas - Single,Carin Leon,12/9/2022,QZWT32210000,314,86,684853927,0,0,73.0,0,0,0,0,0,0,1
Pretty Green Eyes (Sunset Ibiza Mix),Pretty Green Eyes (Sunset Ibiza Mix),Kettama,6/14/2024,CBEFB2400006,316,85,0,5,0,,0,0,0,0,0,0,0
Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,10/17/2022,USAT22219211,318,85,665519026,0,0,68.0,0,0,0,0,0,0,1
Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,USUM72013632,317,85,785016247,0,0,70.0,0,0,0,0,0,0,1
Fuck Love (feat. Trippie Redd),17,Xxxtentacion,8/25/2017,USUYG1156898,319,85,1615274494,0,0,79.0,0,0,0,0,0,0,1
Rich Flex,Her Loss,Drake,11/4/2022,USUG12208598,320,85,812274757,0,0,73.0,0,0,0,0,0,0,1
Standing Next to You,GOLDEN,Jung Kook,11/3/2023,USA2P2348391,321,85,675865902,0,0,85.0,0,0,0,0,0,0,0
Congratulations,Congratulations,Post Malone,11/4/2016,USUM71614484,322,85,1984802459,0,0,75.0,0,0,0,0,0,0,1
Do It To It,Do It To It,Acraze,8/20/2021,QZFPL2100100,324,85,805019111,0,0,73.0,0,0,0,0,0,0,0
Tusa,Tusa,Karol G,11/7/2019,USUM71921183,323,85,1497511486,0,0,68.0,0,0,0,0,0,0,0
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,USUM72013355,325,84,1119350842,0,0,71.0,0,0,0,0,0,0,1
Good Good,Good Good,Usher,8/4/2023,QZS7J2331813,326,84,53825007,0,0,59.0,0,0,0,0,0,0,1
Austin,Austin - Single,Dasha,11/17/2023,QZTB92360479,327,84,273023490,0,0,87.0,0,0,0,0,0,0,1
Search & Rescue,Search & Rescue,Drake,4/7/2023,USUG12301601,329,84,337858357,0,0,69.0,0,0,0,0,0,0,1
TULUM,TULUM,Peso Pluma,6/28/2023,QM7282325573,328,84,390182196,0,0,74.0,0,0,0,0,0,0,1
Shivers,#NAME?,Ed Sheeran,1/1/2020,GBAHS2100671,330,84,1568058093,0,0,77.0,0,0,0,0,0,0,0
Coup du marteau,Coup du marteau,Tam Sir,12/8/2023,DGA0Q2357844,331,84,24933240,0,0,,0,0,0,0,0,0,0
Adderall (Corvette Corvette),Adderall (Corvette Corvette),Popp Hunna,10/14/2020,USA2P2036916,332,84,90383224,0,0,45.0,0,0,0,0,0,0,1
Full Senyum Sayang,Full Senyum Sayang,Evan Loss,4/28/2022,SGB502213458,333,84,18296870,0,0,,0,0,0,0,0,0,0
Sunroof,Sunroof,Nicky Youre,12/3/2021,USQX92202129,334,83,890752779,0,0,79.0,0,0,621,0,0,0,0
Watching Yourself Being Born,Neuroscape,Blush Response,4/4/2023,QZFZ72309552,335,83,0,13,191,,0,0,0,0,0,0,0
Los del Espacio,Los del Espacio - Single,Lit Killah,6/1/2023,USWL12300725,336,83,373898429,0,0,72.0,0,0,0,0,0,0,0
Taste (feat. Offset),Taste (feat. Offset),Tyga,5/16/2018,USUYG1198481,338,83,1358105253,0,0,69.0,0,0,0,0,0,0,1
MAMIII,MAMIII,Becky G,2/10/2022,USRC12200425,337,83,911797058,0,0,74.0,0,0,0,0,0,0,1
Until I Found You,Until I Found You,Stephen Sanchez,9/1/2021,USUG12103651,339,83,1020452066,0,0,73.0,0,0,0,0,0,0,0
exes,exes,Tate Mcrae,11/17/2023,USRC12302756,340,83,323100055,0,0,,0,0,0,0,0,0,1
Banana (feat. Shaggy),Banana (feat. Shaggy),Conkarah,8/16/2019,QMRSZ1901446,341,82,27747363,0,0,41.0,0,0,0,0,0,0,0
Stick Season,Stick Season,Noah Kahan,7/8/2022,USUM72212470,342,82,965865213,0,0,86.0,0,0,0,0,0,0,0
Need To Know,Need To Know,Doja Cat,6/11/2021,USRC12101120,344,82,1178076856,0,0,71.0,0,0,0,0,0,0,1
kompa pasiï¿½,kompa pasiï¿½,Ýýýýýýýýýý,4/12/2024,USUS12400227,345,82,29458027,0,0,78.0,0,0,0,0,0,0,0
Quï¿½ï¿½ Ago,Pa' Luego Es Tarde,Yuridia,10/20/2022,MXF012200200,343,82,394381902,0,0,73.0,0,0,0,0,0,0,0
Last Last,Last Last,Burna Boy,5/12/2022,USAT22204901,346,82,410722289,0,0,68.0,0,0,0,0,0,0,0
Ngopi Maszeh,Ngopi Maszeh,Happy Asmara,1/29/2023,SGB502314277,347,82,8034198,756,0,,0,0,0,0,0,0,0
500lbs,500lbs,Lil Tecca,7/21/2023,USUM72309854,349,82,350584176,0,0,68.0,0,0,638,0,0,0,1
Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,9/3/2021,USUG12104409,348,82,732652170,0,0,72.0,0,0,0,0,0,0,1
BILLIE EILISH.,BILLIE EILISH.,Armani White,5/19/2022,SGB502248062,350,82,359416593,0,0,64.0,0,0,0,0,0,0,1
ýýýýýýýýýýýý,ýýýýýýýýýýýý,Yoasobi,4/12/2023,JPP302300157,351,81,356559943,0,0,69.0,0,0,0,0,0,0,0
Lï¿½ï¿½ï¿½AMOUR DE ,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401990,352,81,84575291,0,0,85.0,0,0,137,0,0,0,0
Thinkinï¿½ï¿½ï¿½ B,One Thing At A Time,Morgan Wallen,3/3/2023,USUG12300821,353,81,406319778,0,0,80.0,0,0,0,0,0,0,0
Madonna,Madonna - Single,Natanael Cano,3/8/2024,QZ9QQ2400185,354,81,272838329,0,0,85.0,0,0,0,0,0,0,1
deja vu,deja vu,Olivia Rodrigo,4/1/2021,USUG12101240,355,81,1606975517,0,0,80.0,0,0,0,0,0,0,1
6. A.M.,Motion is Emotion,Azul,10/7/2022,ES40B2200055,356,81,1186,5,30,,0,0,0,0,0,0,0
CONTIGO (with Tiï¿½ï¿½,CONTIGO (with Tiï¿½ï¿½,Karol G,2/15/2024,USUG12400966,357,81,162165853,0,0,85.0,0,0,0,0,0,0,0
Sequï¿½ï¿½ncia da,Sequï¿½ï¿½ncia da,Trashxrl,5/8/2023,SGB502370315,358,80,148630357,0,0,33.0,0,0,0,0,0,0,1
WILDFLOWER,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401993,359,80,100838516,0,0,87.0,0,0,253,0,0,0,0
Doja,Doja,Central Cee,7/21/2022,ZZOPM2237319,360,80,676519766,0,0,74.0,0,0,0,0,0,0,1
Kill This Love,Kill This Love,Blackpink,4/4/2019,KRA401900005,361,80,820840650,0,0,67.0,0,0,0,0,0,0,0
Lan,Lan - Single,Zeynep Bastï¿½,3/8/2024,TRAUR2400004,362,80,81246715,0,0,72.0,0,0,0,0,0,0,0
"Good Luck, Babe!","Good Luck, Babe!",Chappell Roan,4/5/2024,USUG12401967,363,80,176290078,0,0,87.0,0,0,0,0,0,0,0
Sweet but Psycho,Sweet but Psycho,Ava Max,8/17/2018,USAT21802011,365,80,1668741024,0,0,76.0,0,0,0,0,0,0,0
Hey Mor,Hey Mor,Ozuna,10/6/2022,QMDA62203322,364,80,986132265,0,0,76.0,0,0,0,0,0,0,0
Ferrari,Ferrari,James Hype,3/15/2022,GB3CE2200004,366,80,626010147,0,0,74.0,0,0,0,0,0,0,0
Falling,Falling,Trevor Daniel,10/5/2018,USUYG1221109,367,80,1606023895,0,0,71.0,0,0,0,0,0,0,0
positions,positions,Ariana Grande,10/23/2020,USUM72019412,368,80,1432830108,0,0,74.0,0,0,0,0,0,0,1
Where Are You Now,Where Are You Now,Lost Frequencies,7/30/2021,BEHP42100067,370,79,1223329465,0,0,74.0,0,0,0,0,0,0,0
Amor Prohibido - Remasterizado 2024/30th Anniversary,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,USUM72402905,369,79,302177116,34,0,,0,0,0,0,0,0,0
Save Your Tears,After Hours,The Weeknd,3/20/2020,USUG12000658,371,79,1995511952,0,0,80.0,0,0,0,0,0,327,1
Happier Than Ever,Happier Than Ever,Billie Eilish,7/30/2021,USUM72105936,372,79,1321878145,0,0,78.0,0,0,0,0,0,0,1
This Is What You Came For,This Is What You Came For,Calvin Harris,4/29/2016,GBARL1600460,373,79,1746790923,0,0,79.0,0,0,0,0,0,0,0
China,China,Anuel Aa,7/19/2019,QM6P41952433,376,79,1178076574,0,0,68.0,0,0,0,0,0,0,0
"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Idina Menzel,1/1/2013,USWD11366376,374,79,759374819,0,0,69.0,0,0,0,0,0,0,0
Moonlight,?,Xxxtentacion,3/16/2018,USUG11800209,375,79,1885431727,0,0,77.0,0,0,0,0,0,0,1
I Had Some Help (feat. Morgan Wallen),I Had Some Help,Post Malone,5/10/2024,USUM72404993,377,79,250080413,0,0,,0,0,0,0,0,0,0
